node1,node2
209,128
201,283
5,408
612,152
212,367
751,51
368,160
417,976
38,27
263,151
252,209
377,394
61,396
166,366
525,967
195,252
445,917
121,152
44,12
333,76
126,138
363,367
123,95
423,847
812,803
377,104
128,593
976,443
316,215
932,233
45,62
265,529
191,180
495,106
623,611
7,856
115,753
82,373
427,655
329,300
79,226
18,232
60,232
546,106
482,64
249,161
359,452
23,31
48,482
74,513
207,5
329,486
121,462
141,506
6,284
226,221
422,163
300,64
107,124
419,128
50,217
443,116
112,469
160,116
60,283
406,332
62,726
327,21
169,89
283,420
12,441
54,304
410,62
56,58
152,433
18,366
226,440
205,94
865,305
375,318
64,405
305,718
489,16
428,45
169,82
133,308
115,208
263,116
318,725
132,366
86,377
199,820
27,26
190,296
679,13
520,738
214,94
303,121
137,175
57,195
96,442
385,296
747,301
195,193
480,74
592,735
170,339
820,654
29,37
685,826
171,655
236,210
498,765
48,443
113,151
372,431
160,582
30,721
34,31
257,568
340,256
236,233
82,96
155,145
378,128
18,280
349,5
265,7
230,424
506,932
149,349
218,696
337,30
83,255
223,612
285,457
367,256
157,181
930,243
494,529
278,130
252,235
106,183
433,405
40,409
598,86
244,243
4,803
40,545
372,513
280,219
917,199
493,62
427,434
533,265
107,597
62,41
169,820
81,679
397,181
23,172
448,16
430,506
5,269
518,16
582,671
461,735
332,499
377,312
62,62
62,375
719,393
281,949
11,400
784,784
549,276
826,859
307,301
182,181
40,39
357,62
2,685
86,153
826,58
957,213
83,62
427,40
434,30
217,654
160,278
756,142
699,44
160,856
441,249
272,272
24,367
210,236
460,473
409,624
608,608
155,593
62,131
160,611
306,327
95,199
400,325
441,87
394,389
434,42
311,420
358,11
698,131
451,496
234,639
929,15
10,728
301,155
314,295
467,418
212,223
494,191
812,252
128,955
177,64
74,331
823,558
367,81
400,81
826,192
249,602
607,460
351,365
368,1
1001,193
338,455
392,393
183,458
859,412
336,116
337,337
238,158
444,527
157,377
93,647
651,546
430,420
27,590
14,390
538,326
314,314
474,110
438,417
924,209
616,459
113,177
20,728
36,367
425,129
720,466
189,215
87,333
123,180
106,885
105,44
405,434
452,213
129,180
59,859
325,143
249,142
1000,232
832,412
174,16
195,59
321,295
217,404
546,255
820,94
86,840
665,685
116,171
446,216
61,391
318,333
157,130
167,342
83,612
459,17
82,150
86,191
58,55
509,62
293,293
86,12
17,154
314,107
249,310
376,394
116,183
363,508
269,422
303,619
474,357
438,35
106,184
400,560
107,128
859,57
278,157
343,160
63,921
80,129
499,9
285,281
250,495
206,62
51,197
33,27
502,358
81,225
733,923
420,235
240,159
290,166
560,211
285,990
60,384
116,367
142,783
39,23
422,493
6,134
62,203
121,180
237,174
342,180
856,362
393,301
29,420
30,424
9,529
498,247
427,165
108,143
332,421
375,455
210,233
19,366
62,310
187,183
209,160
4,812
120,5
452,570
163,282
283,368
816,116
379,320
314,256
363,129
33,35
323,4
6,826
313,73
368,393
419,5
107,708
390,226
113,329
180,343
376,308
721,229
380,182
294,526
115,439
357,329
58,159
174,21
133,365
28,590
207,183
424,15
417,5
129,585
153,180
166,666
30,51
44,441
7,510
299,171
252,81
560,341
949,56
231,426
610,56
434,593
427,546
458,493
160,666
786,519
42,280
166,242
363,236
160,216
379,295
10,324
320,94
486,611
458,413
300,419
856,661
226,107
283,492
797,231
282,373
195,516
51,917
493,283
498,0
204,41
515,6
271,513
104,250
489,210
979,745
63,160
464,211
32,33
932,296
918,820
150,148
450,186
533,582
707,957
260,297
147,13
231,180
173,366
549,287
281,932
107,589
133,171
296,105
96,170
83,133
750,88
389,376
160,533
128,15
209,273
167,149
284,277
413,413
405,278
105,114
35,121
661,265
209,240
4,408
174,285
859,58
613,537
452,506
245,47
429,447
430,160
84,366
165,39
387,384
493,817
61,499
662,62
82,368
366,142
340,217
147,644
286,859
321,533
180,105
305,552
172,483
128,121
977,977
5,154
548,152
145,326
593,94
269,820
122,376
225,1
14,706
278,121
25,26
971,406
325,945
11,20
121,372
86,14
381,393
498,473
145,83
81,301
806,304
162,184
157,346
166,611
320,734
150,368
21,166
231,168
133,64
57,412
303,950
283,51
638,81
14,129
69,86
872,74
15,447
58,194
971,444
233,58
168,403
144,433
64,309
445,301
335,334
16,115
453,745
105,170
60,947
155,236
356,107
106,255
499,44
232,707
363,314
56,286
537,7
61,320
194,587
157,60
226,313
124,100
588,169
84,134
84,160
86,225
141,265
375,6
21,129
506,107
40,900
295,86
54,107
137,87
685,812
283,371
108,109
295,395
234,256
87,426
432,217
566,7
498,506
249,187
82,152
12,293
34,5
19,666
2,809
221,256
253,75
754,141
560,474
405,105
222,215
99,62
69,434
141,438
231,65
242,977
170,151
46,46
82,153
812,950
342,296
14,181
569,430
381,380
527,547
494,287
531,212
482,419
373,180
149,575
685,408
422,474
601,121
98,97
199,53
348,180
87,243
951,360
45,142
174,420
820,483
177,601
128,327
339,464
753,151
83,586
301,137
269,424
107,591
362,420
136,135
798,798
487,496
466,86
434,363
820,85
859,160
371,404
252,154
86,459
666,566
184,86
206,291
105,82
86,163
252,826
195,208
777,777
147,105
41,115
57,240
128,52
333,176
268,106
164,448
353,770
282,196
212,91
140,6
409,474
460,167
206,575
206,149
263,62
537,403
89,271
282,662
7,452
81,405
269,236
307,218
430,8
145,333
366,58
107,86
266,950
198,229
356,183
971,360
481,271
932,236
129,371
268,248
59,194
121,253
367,16
303,363
116,28
29,301
96,92
82,287
131,586
394,388
160,435
748,107
537,397
438,36
166,431
896,356
83,71
463,463
131,717
564,164
342,156
510,499
666,951
412,520
473,189
495,114
737,737
139,139
7,112
116,129
251,27
116,753
295,157
255,83
108,64
932,576
93,171
260,260
549,274
189,311
83,101
86,430
92,21
644,64
105,569
283,321
333,736
543,688
64,640
388,249
115,232
342,278
274,45
872,581
29,459
387,385
224,224
17,86
2,59
455,417
918,918
107,201
64,665
107,296
38,38
611,278
492,254
59,56
243,159
490,129
1001,803
282,393
730,211
685,160
244,233
921,845
262,231
387,104
404,160
210,88
252,389
886,58
481,3
394,104
107,704
183,286
252,89
5,375
75,48
76,485
61,537
173,546
565,9
54,552
118,83
1000,292
133,5
137,286
83,253
896,287
28,40
377,402
30,37
376,377
5,41
167,292
380,61
352,546
108,300
329,989
10,143
83,288
142,291
557,160
896,4
351,303
114,527
271,10
495,169
443,414
254,186
13,290
156,907
17,147
497,440
275,479
461,461
86,206
828,371
169,337
217,432
401,568
114,290
258,152
482,438
351,87
540,509
478,62
75,96
230,333
196,199
58,5
285,208
82,739
460,256
56,698
238,176
2,208
564,564
495,434
379,174
329,169
350,345
366,758
31,155
40,29
209,233
183,822
5,55
121,210
387,157
100,434
141,249
127,37
129,714
13,27
284,511
162,323
262,160
58,373
610,142
53,61
187,932
301,183
183,116
905,74
34,23
47,113
301,393
699,441
560,21
318,64
82,114
619,303
10,405
240,237
495,606
83,290
153,152
128,734
265,707
438,545
560,12
96,444
284,280
133,135
738,281
135,338
24,609
217,71
212,642
83,420
166,54
152,355
362,301
62,128
609,609
24,953
159,89
374,374
89,925
491,127
562,440
393,60
547,340
74,215
387,377
454,82
450,172
212,74
981,171
321,388
157,384
38,40
5,308
933,15
907,593
493,458
232,611
83,142
166,163
773,773
167,593
390,381
79,152
370,40
271,54
62,4
494,590
563,93
685,55
665,175
29,28
342,340
473,299
20,459
183,272
181,103
282,209
152,74
147,366
679,81
51,113
173,134
241,244
278,343
157,156
950,166
215,311
13,624
103,389
195,552
142,296
408,520
16,489
21,533
932,295
494,209
222,187
546,604
926,242
788,788
547,263
285,15
160,446
173,121
661,44
186,283
23,116
423,62
411,3
438,436
499,182
568,329
333,145
503,213
281,683
720,804
63,859
493,121
5,170
131,532
5,730
498,264
71,83
64,128
470,753
250,103
508,80
527,527
233,142
249,252
552,281
521,553
61,157
142,441
270,129
353,323
152,121
114,46
333,950
302,303
86,328
427,333
223,183
234,233
461,273
435,920
232,103
82,304
30,764
12,573
359,672
181,296
423,13
462,5
458,420
116,513
255,284
17,317
823,570
105,420
367,366
280,340
251,96
541,139
212,489
317,309
312,311
280,129
156,697
419,170
212,355
945,327
46,405
310,317
121,963
172,142
338,183
392,86
93,399
763,763
671,411
160,68
191,379
814,262
35,30
42,160
508,184
24,37
186,186
892,438
107,418
535,482
28,25
181,395
405,263
129,544
282,280
812,520
207,95
65,581
113,444
86,593
420,191
128,36
508,549
73,215
610,420
21,1
896,169
361,29
345,346
18,0
81,710
107,187
710,710
949,6
4,158
464,611
340,598
290,620
182,390
427,427
37,30
179,160
87,546
458,789
121,20
356,91
199,204
508,509
520,13
223,314
132,282
434,191
185,371
183,35
43,44
900,251
128,86
11,434
332,700
220,47
44,765
160,108
194,2
419,489
82,145
251,455
444,245
880,57
392,588
533,350
573,566
851,483
759,459
611,292
294,572
125,353
336,336
272,617
856,452
548,283
461,216
593,377
59,58
503,61
23,30
141,365
452,501
249,388
329,69
107,671
5,481
69,467
379,383
166,641
129,53
255,1
176,344
813,534
473,184
84,268
129,173
226,82
65,818
564,2
816,336
113,51
74,67
377,177
93,494
60,157
155,470
252,924
592,461
423,417
715,20
160,90
58,211
434,295
14,47
62,377
288,19
412,991
323,708
952,540
86,184
155,284
191,83
474,81
822,53
666,19
340,553
828,107
484,168
355,63
385,103
64,244
510,141
199,128
357,91
452,666
389,379
823,8
474,404
126,58
164,139
166,742
124,142
211,363
856,720
64,191
48,417
304,420
254,44
908,51
153,612
5,815
483,219
5,362
440,206
133,18
242,599
273,429
63,865
460,57
350,191
585,129
929,322
106,365
144,492
166,1000
87,173
82,104
506,498
301,596
272,310
213,266
455,485
413,93
434,173
110,110
419,106
212,283
177,223
619,89
359,11
173,549
82,225
448,421
489,106
493,473
215,220
215,221
2,845
215,183
94,206
297,74
329,160
465,14
28,367
41,86
160,91
243,237
329,351
20,82
128,209
932,702
440,24
783,424
424,311
445,82
519,21
401,425
88,183
147,301
412,738
244,238
232,499
423,89
64,280
93,413
6,232
483,340
133,142
137,137
129,63
107,856
121,495
453,301
11,566
368,376
558,9
652,419
377,851
21,80
56,610
24,38
180,932
38,86
129,457
443,361
1,1
419,434
408,685
434,199
166,83
502,407
4,301
466,487
256,338
492,510
67,66
174,4
83,278
168,6
306,511
249,243
951,141
448,334
183,36
710,498
23,13
275,440
922,847
19,674
206,1000
820,533
333,654
7,11
377,172
74,460
160,573
13,184
179,61
96,619
107,80
264,61
283,63
856,331
420,450
229,28
859,166
282,687
405,274
160,509
738,552
779,820
355,256
979,106
166,218
720,555
334,46
105,546
33,590
288,654
81,184
23,128
188,170
222,513
817,817
422,131
107,99
538,723
408,489
12,265
269,272
533,154
133,27
62,115
140,461
371,137
160,80
685,286
331,44
183,129
115,301
82,601
421,481
927,963
238,62
538,306
662,494
286,411
434,114
245,114
180,214
158,137
264,441
337,165
246,246
414,605
179,376
357,183
256,82
153,115
71,121
363,81
84,269
424,249
222,142
85,51
661,459
74,121
494,152
581,204
359,267
36,21
405,303
13,145
81,362
154,424
419,113
416,327
464,444
169,816
495,315
13,15
295,18
68,508
685,285
82,18
434,365
340,274
155,31
265,8
452,264
81,212
115,812
145,121
4,208
698,809
486,430
129,820
64,349
157,397
129,203
607,419
541,162
142,1
355,160
803,63
355,210
85,1
537,74
252,212
173,327
361,367
167,14
674,510
546,129
306,325
917,207
103,352
440,499
5,718
820,5
300,108
282,20
17,255
765,86
100,935
91,514
282,79
820,115
324,63
309,85
248,366
400,336
300,126
361,116
859,832
419,211
5,271
363,365
667,37
126,2
191,86
23,107
137,62
13,478
474,269
338,160
665,272
377,385
504,499
33,878
529,499
496,459
3,4
408,194
131,950
411,6
249,353
81,137
13,305
5,346
438,28
157,393
820,751
473,3
86,67
366,366
295,560
491,117
31,121
238,242
108,93
215,296
445,79
174,363
690,447
54,54
41,434
63,6
355,184
588,23
564,12
671,582
981,442
87,49
96,123
610,303
288,549
895,114
322,735
261,455
376,841
314,226
205,917
424,527
249,765
154,87
339,261
209,158
374,5
83,932
139,335
371,3
139,581
58,174
621,518
409,357
549,679
142,355
86,521
103,368
65,232
305,56
301,314
438,336
548,21
908,204
328,474
391,776
145,828
438,494
417,795
22,137
513,74
466,525
913,972
363,531
154,513
21,363
184,582
332,505
65,0
147,82
89,96
377,189
482,423
649,452
331,340
298,473
7,420
393,160
209,121
106,756
409,428
305,243
859,63
182,397
82,509
359,569
133,445
197,64
96,474
12,121
222,312
335,448
389,326
562,413
370,37
90,329
375,169
47,26
424,474
99,107
115,361
64,300
537,61
618,98
812,448
83,812
309,18
58,145
431,4
61,264
493,172
568,130
820,366
51,498
303,630
832,586
164,46
199,399
163,615
627,62
53,820
932,963
59,96
191,907
10,69
474,477
976,333
18,107
460,495
280,278
81,188
183,82
13,118
280,440
411,455
101,404
198,200
142,88
810,597
926,243
495,105
16,64
212,212
14,205
105,17
170,229
847,547
976,114
562,275
214,434
494,115
52,397
181,397
160,896
514,108
301,340
121,142
483,232
21,96
92,426
155,326
157,178
15,322
370,171
81,533
166,283
132,552
555,141
195,412
690,20
412,137
908,207
266,754
133,42
70,212
922,913
434,245
242,106
748,16
459,225
473,69
62,312
165,133
211,489
499,510
172,820
185,768
54,285
82,296
411,981
345,350
99,404
956,362
253,418
2,283
85,41
145,252
124,618
371,105
2,896
527,114
73,17
230,62
207,128
24,261
597,756
342,349
351,364
0,5
21,5
678,678
214,483
122,156
266,533
333,366
38,438
543,93
199,206
278,363
390,392
309,222
107,467
592,139
627,333
96,847
154,422
698,698
318,482
301,4
255,189
301,294
92,723
2,96
253,106
147,87
24,36
52,221
424,81
108,375
494,510
363,296
358,510
344,177
46,174
116,245
137,546
674,565
82,594
422,154
182,381
39,480
821,160
522,493
280,83
207,172
342,468
212,576
542,458
222,268
936,168
169,333
358,499
248,0
160,281
87,459
146,187
183,367
378,377
165,367
168,426
340,10
457,523
404,615
82,186
40,251
5,249
162,433
885,728
39,34
283,5
96,336
305,281
357,589
129,211
107,544
84,235
254,115
822,572
159,963
481,63
212,152
40,93
349,191
170,490
105,347
65,294
63,518
183,900
477,375
667,128
187,679
494,12
211,411
5,24
303,300
494,70
54,131
83,424
283,296
393,308
254,58
90,425
461,45
5,455
6,377
5,291
932,258
290,106
102,2
169,329
549,316
64,489
198,387
321,381
121,121
2,132
333,252
249,44
154,434
405,21
748,129
367,44
607,42
212,68
48,229
450,342
160,512
107,153
79,120
62,78
253,258
459,340
283,174
174,164
158,241
140,429
420,116
143,474
409,945
270,486
488,421
61,519
271,243
612,612
66,560
460,663
272,274
303,169
49,50
236,963
54,520
338,434
499,498
12,141
264,569
89,183
818,259
45,892
86,70
12,498
304,89
201,206
743,517
81,467
249,404
175,252
251,361
816,165
397,389
15,272
425,705
258,27
37,123
324,720
172,714
135,165
411,460
281,412
373,92
106,282
14,79
387,523
64,523
114,183
932,180
123,96
581,101
820,486
167,572
201,207
120,101
65,282
859,59
94,342
812,285
323,654
13,409
922,856
265,503
420,63
150,301
655,28
97,300
408,587
62,417
346,128
288,233
282,4
166,61
4,56
351,351
443,85
223,309
333,172
272,3
13,108
9,358
373,373
131,809
333,340
414,603
971,799
381,479
180,262
424,495
373,280
182,872
133,346
358,332
288,296
485,170
295,215
222,690
358,213
60,167
302,123
183,371
513,153
423,482
250,1
971,809
121,173
23,590
590,443
181,381
252,107
263,29
971,188
87,190
63,411
86,117
178,178
546,23
17,341
74,311
311,188
424,121
291,464
366,255
856,573
138,54
925,423
65,325
133,128
371,256
204,51
205,86
54,57
311,218
21,137
71,70
196,218
213,11
247,700
245,486
125,404
33,23
160,236
204,167
124,99
209,249
314,18
252,131
563,6
2,506
178,157
506,441
183,343
747,162
294,290
42,128
437,443
250,150
420,143
54,174
335,322
359,9
686,263
756,375
285,271
936,231
334,164
601,536
329,286
379,397
361,455
180,172
754,608
56,57
82,227
121,748
123,339
189,225
809,685
552,208
309,311
400,106
122,130
103,283
214,346
198,205
8,499
58,243
114,426
420,666
211,214
173,22
53,129
21,68
211,303
474,615
137,329
320,179
182,384
400,69
41,918
62,355
366,166
2,286
87,258
446,461
579,334
159,301
563,706
352,656
509,958
246,44
3,520
13,339
453,160
211,48
393,82
137,63
113,434
244,810
280,41
45,405
192,517
358,7
162,654
320,616
245,442
478,375
892,173
820,443
128,200
299,509
212,363
113,86
546,245
488,487
62,159
12,700
269,155
82,180
159,440
5,420
282,420
434,362
63,329
237,963
30,29
216,428
428,164
106,189
598,340
681,284
152,92
810,420
543,450
304,58
166,87
28,256
168,494
182,295
304,86
971,452
258,474
184,5
5,437
404,546
356,357
64,492
100,98
121,96
450,5
971,844
114,420
542,291
81,607
109,108
264,247
340,121
184,546
404,950
168,542
466,5
516,195
115,249
254,453
552,58
74,308
118,183
160,18
756,756
153,493
160,368
4,256
107,35
232,576
518,155
5,357
493,275
27,35
302,285
107,319
406,506
107,152
57,411
437,436
347,180
171,23
534,544
39,114
308,211
519,85
963,107
201,103
282,131
166,127
4,174
56,738
115,64
114,609
612,340
3,286
533,28
455,24
160,152
280,214
176,275
907,907
447,323
333,180
261,115
56,718
546,58
114,137
375,475
243,233
94,593
192,102
53,312
440,280
533,210
260,248
134,523
5,496
367,62
11,247
181,869
778,569
828,353
747,615
86,458
6,327
577,142
86,138
544,212
809,304
963,242
150,191
86,506
661,440
301,25
367,245
371,434
841,869
509,710
92,20
448,216
438,86
461,13
434,820
160,148
210,107
272,63
12,267
84,37
40,847
390,394
287,162
434,269
18,62
753,119
918,200
526,103
547,455
236,46
699,332
471,160
602,616
515,515
306,538
105,589
161,452
425,835
419,263
896,710
139,274
405,280
351,278
14,450
547,40
142,356
133,143
13,444
714,450
435,616
285,571
223,87
123,420
114,116
526,655
390,397
106,551
36,183
473,545
478,113
114,210
272,273
917,95
38,170
442,455
179,388
329,13
252,685
760,335
170,987
339,170
160,131
291,291
26,370
81,486
380,160
248,73
460,434
758,758
358,266
54,281
48,372
104,321
114,51
644,296
823,15
168,458
11,406
374,358
377,387
249,63
153,105
590,13
141,362
328,143
128,917
129,422
292,515
602,11
829,203
358,602
223,560
148,224
638,338
117,118
18,18
545,26
86,141
308,16
809,412
434,62
165,82
581,78
971,488
401,130
20,83
97,124
132,859
358,699
42,612
169,129
393,376
211,208
62,133
62,544
292,284
211,286
64,434
538,173
105,384
183,655
2,1001
616,1
252,809
19,957
247,267
25,30
678,68
158,405
166,282
980,5
214,343
490,121
62,521
209,209
278,301
94,95
568,276
157,389
168,35
207,160
949,481
427,443
218,133
13,322
377,1
158,4
107,489
470,86
133,419
513,87
107,837
243,375
451,141
405,126
483,352
234,269
395,719
121,183
362,19
300,87
851,377
187,129
211,290
638,158
231,60
281,333
4,285
2,520
549,480
267,19
31,82
285,285
304,424
173,233
81,424
168,440
4,665
423,547
23,588
387,379
347,347
4,481
249,203
258,160
140,174
183,291
226,86
368,368
169,367
256,365
261,32
168,166
366,512
82,234
222,221
417,367
268,313
321,351
486,820
362,661
45,838
233,237
86,189
351,167
665,212
359,496
110,108
160,264
326,10
710,508
434,166
295,292
105,543
80,460
114,171
460,147
283,394
210,242
183,568
160,672
14,419
480,480
133,181
450,399
549,162
971,332
180,621
564,81
286,410
333,473
127,130
114,981
121,63
49,297
200,498
4,6
422,473
157,214
412,2
499,608
282,493
155,106
438,251
213,525
316,379
280,113
64,224
602,525
355,420
178,681
487,421
198,196
91,758
69,549
526,450
86,372
175,288
906,546
377,383
458,604
68,16
851,852
6,845
473,333
193,990
615,493
492,186
493,212
377,129
438,308
46,128
15,160
82,190
434,233
976,919
145,114
81,166
31,438
170,371
589,256
2,333
404,107
173,462
380,390
157,320
368,232
211,389
29,34
19,441
283,152
464,409
60,103
249,121
86,584
160,258
607,118
290,6
422,393
671,329
100,404
16,81
710,747
206,515
417,847
211,586
333,895
486,486
183,137
142,434
252,138
411,469
314,255
162,643
501,160
115,816
16,362
458,440
492,166
303,434
390,391
82,329
248,221
323,160
272,269
252,238
442,36
974,128
169,290
342,172
21,21
61,390
255,472
141,430
240,160
829,290
44,107
543,424
16,405
517,411
82,83
412,6
18,103
413,178
564,63
65,307
611,486
87,282
526,232
61,104
494,371
367,655
409,21
206,41
252,419
132,152
160,428
745,74
114,355
169,107
453,932
55,305
661,502
84,432
106,550
957,700
220,215
260,509
553,340
74,219
312,420
13,207
256,121
674,430
84,174
418,183
55,411
129,909
137,252
371,210
537,21
81,80
179,820
61,61
249,183
261,165
549,356
377,166
83,368
38,31
254,28
138,58
160,454
593,342
424,748
931,238
809,58
91,478
145,160
54,252
678,92
366,20
316,758
6,544
283,210
30,590
332,529
62,23
400,259
979,170
613,163
338,252
504,359
277,296
218,86
145,303
5,318
533,252
638,639
145,612
533,518
450,133
698,59
820,203
229,721
474,107
526,121
248,74
385,385
169,123
65,380
314,106
931,926
14,61
165,251
287,69
797,342
54,126
145,212
147,254
430,5
508,259
41,121
552,305
118,495
458,254
419,777
433,162
97,434
322,140
23,33
201,205
496,506
277,203
569,602
63,129
434,405
190,69
168,840
160,338
69,356
952,952
263,847
86,125
79,601
579,164
351,179
82,161
615,393
321,947
222,400
121,233
338,365
21,92
172,183
185,124
114,640
256,280
121,228
74,106
3,880
498,73
425,562
174,175
694,493
62,18
427,367
58,552
171,5
86,256
48,437
360,19
236,363
748,367
241,234
661,570
251,336
655,458
452,498
58,166
933,446
152,41
164,334
338,245
921,859
250,296
263,419
546,340
57,604
187,42
141,6
282,441
420,325
107,106
44,155
343,278
777,723
107,404
992,129
127,533
533,262
282,404
936,936
83,642
240,242
187,459
193,859
542,256
883,27
465,61
265,12
171,113
287,20
452,487
80,459
160,132
815,174
15,446
429,139
809,301
218,312
367,333
282,586
469,66
422,212
388,164
6,994
3,107
168,275
847,96
459,249
137,877
171,116
121,86
191,342
480,184
11,106
900,165
358,566
953,699
285,420
333,212
592,446
856,19
333,48
6,57
373,411
896,896
413,458
160,552
269,288
426,129
183,91
295,331
473,667
63,832
493,270
495,278
271,303
720,699
87,137
443,48
157,250
351,155
272,447
304,256
283,14
255,316
840,426
121,424
7,324
69,508
321,592
93,95
362,506
393,157
182,104
726,107
21,253
611,183
116,207
506,238
142,183
231,172
166,156
252,159
345,483
856,62
140,322
397,52
226,218
184,19
115,883
253,222
17,212
812,58
48,84
321,60
753,753
424,209
560,39
205,79
143,142
303,281
40,119
891,892
518,518
0,226
409,305
543,121
431,84
952,28
643,50
38,421
287,494
856,434
331,707
340,86
35,473
18,121
40,725
390,379
322,446
357,107
720,608
527,318
377,450
32,654
184,69
103,162
340,290
86,20
162,389
654,50
143,62
181,394
646,646
27,437
492,333
254,227
242,236
405,107
213,360
812,971
533,529
87,50
498,360
530,533
51,196
404,532
820,129
45,216
412,820
777,10
292,168
716,716
7,720
533,171
833,833
196,143
375,154
183,229
477,108
82,404
128,215
38,39
872,61
142,153
162,820
42,147
117,460
424,543
121,28
347,349
494,187
83,160
579,448
477,66
95,218
13,980
618,617
116,79
87,363
125,323
3,59
235,610
170,434
404,100
421,421
13,53
421,525
437,116
430,12
859,132
65,430
375,89
30,39
473,211
105,212
288,199
139,334
371,174
428,273
263,976
218,317
265,823
87,419
167,290
160,129
55,809
936,935
748,256
917,196
359,529
143,121
201,62
84,492
254,142
254,820
949,252
404,58
409,506
914,135
424,880
437,75
813,623
211,2
423,263
654,121
64,329
3,158
126,131
533,145
160,778
212,490
420,137
393,394
56,96
105,346
113,250
280,199
61,295
495,250
160,482
526,221
363,495
377,491
234,926
54,6
922,956
212,518
159,820
5,528
610,96
963,210
350,350
107,932
494,173
99,323
14,196
35,878
64,438
87,28
46,434
209,639
896,405
723,92
726,152
13,4
201,200
48,492
405,375
681,191
146,67
44,129
5,411
199,205
8,141
358,504
169,753
823,213
607,490
271,45
199,41
14,593
351,203
187,87
82,78
155,541
62,478
126,63
932,21
180,149
246,649
100,99
212,856
137,126
16,280
377,94
560,42
450,611
272,290
407,358
153,366
9,661
357,80
860,438
280,572
114,173
293,765
460,462
82,187
225,282
177,515
150,122
678,480
234,145
437,5
79,339
932,419
404,372
215,434
201,202
158,963
74,400
160,209
15,139
325,21
118,121
116,40
128,128
160,339
31,30
19,19
401,543
856,856
152,612
454,357
141,601
419,249
699,924
20,400
412,884
163,115
13,576
7,700
401,526
330,64
567,843
613,619
300,145
271,411
107,340
226,166
160,184
82,209
60,396
316,297
484,484
428,322
549,68
21,896
845,921
269,46
320,396
278,722
96,302
301,214
707,232
891,405
5,669
258,90
83,340
141,957
84,453
170,169
83,481
856,956
83,186
372,64
233,83
395,82
513,303
333,23
249,531
498,11
101,211
426,183
142,427
170,495
96,135
426,270
543,817
859,880
128,474
533,663
395,376
141,504
667,480
411,286
220,23
271,323
736,736
379,386
710,952
99,353
105,92
160,809
621,231
892,405
87,626
122,411
611,168
506,765
74,260
133,420
339,96
86,932
707,823
933,447
128,377
925,333
552,57
307,588
31,107
24,997
485,245
41,171
552,520
31,143
462,21
69,259
165,136
859,254
145,187
351,81
195,58
611,64
77,811
747,612
588,307
249,170
498,430
94,41
258,468
608,11
87,820
212,269
812,54
679,375
57,809
128,256
82,355
198,485
490,420
63,812
121,190
434,58
106,68
533,306
28,44
332,506
285,774
13,26
324,19
282,166
329,46
49,612
550,667
103,385
424,147
41,443
194,5
106,355
199,526
358,358
765,430
486,292
107,226
355,405
5,132
3,46
95,204
8,661
452,161
661,7
243,58
971,9
138,481
21,83
379,393
306,549
36,113
549,799
153,83
283,16
244,409
412,683
418,62
92,336
515,122
569,359
231,377
390,388
506,672
61,421
363,155
166,296
329,514
357,615
366,10
526,93
282,35
5,76
160,127
160,245
907,191
64,515
124,404
177,656
971,26
164,535
329,357
533,266
359,754
23,27
65,92
357,290
786,189
77,445
695,21
484,83
169,339
281,281
88,149
57,304
932,404
372,373
57,174
447,690
263,442
768,404
405,296
485,387
474,96
417,485
493,464
189,184
411,683
89,114
290,643
86,223
546,615
215,58
776,572
118,651
82,166
860,336
58,54
54,2
6,563
314,307
306,107
107,46
189,377
233,101
466,362
412,59
259,400
953,822
50,71
929,592
314,215
13,263
183,520
282,588
114,254
172,346
283,263
908,918
477,477
261,367
13,286
301,321
333,279
44,249
588,588
506,366
521,823
917,206
62,142
86,573
44,526
615,460
312,256
489,528
305,211
632,719
281,107
420,820
57,88
753,170
306,81
460,159
389,60
366,662
971,3
502,500
461,46
142,812
300,194
58,288
564,748
515,232
122,95
58,233
245,82
301,284
859,105
104,389
820,917
181,321
417,107
146,189
121,355
173,249
303,159
856,87
322,461
358,331
295,61
379,378
100,101
450,542
812,665
250,113
251,914
124,335
404,269
263,168
406,672
106,222
610,255
409,417
644,6
212,226
183,413
157,391
169,5
747,418
181,181
112,112
357,64
493,425
181,346
18,222
498,358
408,826
84,87
434,427
549,582
342,17
300,210
129,198
856,506
62,448
140,301
62,494
193,193
133,106
115,107
168,292
335,447
212,932
81,142
323,99
19,700
820,970
486,353
880,252
128,94
86,295
635,4
57,619
87,474
102,516
96,21
44,324
168,198
272,584
47,116
458,377
13,95
105,654
818,301
218,316
865,865
37,26
720,707
136,136
182,60
327,105
440,232
357,486
63,81
685,6
498,246
188,69
160,486
783,669
362,356
620,290
5,405
37,545
413,426
13,242
736,333
206,206
206,292
80,169
812,298
226,434
506,105
820,464
123,438
851,681
65,486
178,440
146,66
371,132
155,187
292,129
434,473
96,57
473,174
558,487
434,189
137,56
438,27
487,213
143,10
812,46
69,183
143,326
214,177
230,375
168,413
167,41
546,355
424,783
172,295
15,174
6,667
195,305
681,352
17,316
493,460
10,329
13,458
27,588
90,478
298,551
495,21
13,130
747,663
81,21
476,112
253,259
93,108
936,955
378,283
46,236
666,62
123,123
826,194
445,86
440,608
206,820
280,290
231,231
161,19
205,14
115,438
66,661
187,316
455,116
178,380
465,549
101,98
526,493
11,211
719,64
473,459
19,83
812,45
92,678
116,118
160,212
372,87
73,73
883,336
349,348
461,335
434,828
828,546
481,83
137,305
